id_registro,fecha,mes,dia_semana,dia_semana_num,hora,franja_horaria,es_fin_semana,es_feriado,administracion_zonal,tipo_incidente,intensidad_esperada,conteo_incidentes,alta_demanda
4119,2025-11-09,11,domingo,6,11,Mañana,1,0,La Delicia,Vandalismo,1.7010000000000003,1,0
4120,2025-09-06,9,sábado,5,7,Mañana,1,0,Aeropuerto,Robo de autopartes,2.3023,1,0
4121,2025-07-07,7,lunes,0,12,Tarde,0,0,Calderón,Vandalismo,1.705725,2,0
4122,2025-02-23,2,domingo,6,18,Noche,1,0,La Delicia,Robo a personas,4.11075,3,0
4123,2025-11-22,11,sábado,5,0,Madrugada,1,0,Quitumbe,Robo a personas,5.2650000000000015,6,1
4124,2025-12-23,12,martes,1,10,Mañana,0,0,Calderón,Alteración del orden público,2.030625,3,0
4125,2025-11-09,11,domingo,6,19,Noche,1,0,Quitumbe,Vandalismo,3.2886,1,0
4126,2025-05-18,5,domingo,6,0,Madrugada,1,0,Los Chillos,Incidente de tránsito,2.3428125,3,0
4127,2025-06-17,6,martes,1,7,Mañana,0,0,Eugenio Espejo,Alteración del orden público,3.004375,2,0
4128,2025-04-13,4,domingo,6,4,Madrugada,1,0,Eugenio Espejo,Robo de autopartes,3.4715624999999997,3,0
4129,2025-03-26,3,miércoles,2,16,Tarde,0,0,Manuela Sáenz,Robo de vehículos,2.565,5,1
4130,2025-11-13,11,jueves,3,7,Mañana,0,0,Eloy Alfaro,Incidente de tránsito,2.962575,3,0
4131,2025-07-31,7,jueves,3,9,Mañana,0,0,Eloy Alfaro,Robo de vehículos,2.7702000000000004,3,0
4132,2025-01-03,1,viernes,4,1,Madrugada,0,0,Los Chillos,Emergencia comunitaria,2.1675,0,0
4133,2025-06-28,6,sábado,5,8,Mañana,1,0,Calderón,Alteración del orden público,3.3962500000000007,1,0
4134,2025-12-08,12,lunes,0,23,Noche,0,0,Calderón,Alteración del orden público,2.030625,7,1
4135,2025-10-30,10,jueves,3,22,Noche,0,0,Quitumbe,Robo de autopartes,2.3598,4,1
4136,2025-11-28,11,viernes,4,2,Madrugada,0,0,Los Chillos,Incidente de tránsito,2.6774999999999998,3,0
4137,2025-02-07,2,viernes,4,17,Tarde,0,0,La Delicia,Alteración del orden público,4.35,7,1
4138,2025-08-27,8,miércoles,2,6,Mañana,0,0,Los Chillos,Incidente de tránsito,1.865325,0,0
4139,2025-06-18,6,miércoles,2,14,Tarde,0,0,Eugenio Espejo,Robo a personas,3.0972375,3,0
4140,2025-12-09,12,martes,1,20,Noche,0,0,Aeropuerto,Alteración del orden público,2.410625,3,0
4141,2025-11-10,11,lunes,0,21,Noche,0,0,Calderón,Emergencia comunitaria,2.2246624999999995,5,1
4142,2025-11-02,11,domingo,6,19,Noche,1,1,Manuela Sáenz,Emergencia comunitaria,3.8823749999999997,4,1
4143,2025-01-30,1,jueves,3,17,Tarde,0,0,Quitumbe,Incidente de tránsito,3.4713,3,0
4144,2025-07-09,7,miércoles,2,2,Madrugada,0,0,Quitumbe,Robo a personas,3.8475000000000006,2,0
4145,2025-12-23,12,martes,1,22,Noche,0,0,Eloy Alfaro,Robo a personas,3.1164750000000003,6,1
4146,2025-01-25,1,sábado,5,13,Tarde,1,0,Quitumbe,Robo de autopartes,3.7674,2,0
4147,2025-04-22,4,martes,1,23,Noche,0,0,Eugenio Espejo,Robo a personas,2.654775,1,0
4148,2025-07-25,7,viernes,4,1,Madrugada,0,0,Eloy Alfaro,Incidente de tránsito,4.2525,3,0
4149,2025-07-04,7,viernes,4,13,Tarde,0,0,Aeropuerto,Robo a personas,2.3813999999999997,2,0
4150,2025-02-16,2,domingo,6,21,Noche,1,0,Calderón,Robo de autopartes,3.3266624999999994,3,0
4151,2025-08-16,8,sábado,5,10,Mañana,1,0,Los Chillos,Robo a personas,2.68515,3,0
4152,2025-02-08,2,sábado,5,15,Tarde,1,0,Calderón,Robo de autopartes,2.55645,2,0
4153,2025-01-16,1,jueves,3,7,Mañana,0,0,Eugenio Espejo,Robo de vehículos,2.8842,2,0
4154,2025-01-22,1,miércoles,2,6,Mañana,0,0,Quitumbe,Robo a personas,3.3858,2,0
4155,2025-08-01,8,viernes,4,10,Mañana,0,0,Calderón,Robo de vehículos,2.4624,5,1
4156,2025-11-06,11,jueves,3,2,Madrugada,0,0,Aeropuerto,Robo de autopartes,1.9118749999999995,0,0
4157,2025-05-29,5,jueves,3,16,Tarde,0,0,Manuela Sáenz,Incidente de tránsito,2.2443750000000002,2,0
4158,2025-08-29,8,viernes,4,13,Tarde,0,0,Los Chillos,Robo a personas,2.8916999999999997,4,1
4159,2025-09-29,9,lunes,0,5,Madrugada,0,0,Aeropuerto,Alteración del orden público,1.4962499999999999,4,1
4160,2025-02-28,2,viernes,4,7,Mañana,0,0,Calderón,Incidente de tránsito,2.6334,1,0
4161,2025-10-14,10,martes,1,21,Noche,0,0,Aeropuerto,Emergencia comunitaria,1.6392249999999997,0,0
4162,2025-07-21,7,lunes,0,4,Madrugada,0,0,Eugenio Espejo,Incidente de tránsito,2.8678125,5,1
4163,2025-02-01,2,sábado,5,7,Mañana,1,0,Aeropuerto,Incidente de tránsito,2.1021,4,1
4164,2025-06-11,6,miércoles,2,1,Madrugada,0,0,Calderón,Robo de autopartes,2.594687499999999,3,0
4165,2025-09-12,9,viernes,4,14,Tarde,0,0,Eloy Alfaro,Alteración del orden público,4.2525,2,0
4166,2025-09-11,9,jueves,3,11,Mañana,0,0,Los Chillos,Robo a personas,1.962225,1,0
4167,2025-01-09,1,jueves,3,16,Tarde,0,0,La Delicia,Robo de autopartes,1.9664999999999997,2,0
4168,2025-05-19,5,lunes,0,0,Madrugada,0,0,La Delicia,Vandalismo,2.1374999999999997,0,0
4169,2025-01-10,1,viernes,4,14,Tarde,0,0,Quitumbe,Robo de autopartes,3.4775999999999994,6,1
4170,2025-08-02,8,sábado,5,13,Tarde,1,0,Eloy Alfaro,Emergencia comunitaria,3.132675,1,0
4171,2025-09-30,9,martes,1,19,Noche,0,0,La Delicia,Emergencia comunitaria,2.3417499999999998,4,1
4172,2025-11-20,11,jueves,3,21,Noche,0,0,Los Chillos,Robo de vehículos,2.8101,3,0
4173,2025-02-17,2,lunes,0,15,Tarde,0,0,Eloy Alfaro,Vandalismo,2.07765,4,1
4174,2025-04-21,4,lunes,0,8,Mañana,0,0,Manuela Sáenz,Robo de autopartes,3.004375,5,1
4175,2025-06-02,6,lunes,0,0,Madrugada,0,0,Eloy Alfaro,Robo a personas,4.3284375,6,1
4176,2025-05-03,5,sábado,5,16,Tarde,1,0,La Delicia,Vandalismo,2.1060000000000003,3,0
4177,2025-12-23,12,martes,1,12,Tarde,0,0,Calderón,Robo de autopartes,2.1795375,5,1
4178,2025-04-12,4,sábado,5,20,Noche,1,0,Tumbaco,Emergencia comunitaria,2.403375,2,0
4179,2025-08-29,8,viernes,4,20,Noche,0,0,Aeropuerto,Alteración del orden público,3.045,2,0
4180,2025-11-17,11,lunes,0,4,Madrugada,0,0,Quitumbe,Robo de vehículos,3.4199999999999995,2,0
4181,2025-07-10,7,jueves,3,9,Mañana,0,0,Manuela Sáenz,Vandalismo,1.9237499999999998,3,0
4182,2025-08-05,8,martes,1,5,Madrugada,0,0,Aeropuerto,Alteración del orden público,1.4962499999999999,1,0
4183,2025-02-20,2,jueves,3,23,Noche,0,0,Tumbaco,Robo de autopartes,1.474875,2,0
4184,2025-10-19,10,domingo,6,18,Noche,1,0,Quitumbe,Robo a personas,4.932900000000001,3,0
4185,2025-03-22,3,sábado,5,12,Tarde,1,0,Calderón,Incidente de tránsito,2.723175,2,0
4186,2025-03-29,3,sábado,5,0,Madrugada,1,0,Aeropuerto,Robo a personas,3.07125,3,0
4187,2025-07-13,7,domingo,6,19,Noche,1,0,Calderón,Vandalismo,2.603475,0,0
4188,2025-04-14,4,lunes,0,14,Tarde,0,0,Eugenio Espejo,Robo de vehículos,2.7530999999999994,1,0
4189,2025-09-28,9,domingo,6,13,Tarde,1,0,Calderón,Alteración del orden público,2.6184375,3,0
4190,2025-04-06,4,domingo,6,7,Mañana,1,0,Eloy Alfaro,Incidente de tránsito,3.274425000000001,1,0
4191,2025-07-17,7,jueves,3,9,Mañana,0,0,Eugenio Espejo,Robo a personas,2.654775,2,0
4192,2025-01-01,1,miércoles,2,8,Mañana,0,1,La Delicia,Alteración del orden público,3.135,3,0
4193,2025-06-16,6,lunes,0,16,Tarde,0,0,Manuela Sáenz,Emergencia comunitaria,1.816875,1,0
4194,2025-05-06,5,martes,1,8,Mañana,0,0,Eloy Alfaro,Emergencia comunitaria,2.398275,5,1
4195,2025-11-09,11,domingo,6,2,Madrugada,1,0,Eloy Alfaro,Robo de autopartes,4.0753125,4,1
4196,2025-03-22,3,sábado,5,10,Mañana,1,0,Calderón,Alteración del orden público,2.7787500000000005,1,0
4197,2025-09-08,9,lunes,0,11,Mañana,0,0,Tumbaco,Emergencia comunitaria,1.090125,1,0
4198,2025-06-18,6,miércoles,2,9,Mañana,0,0,Aeropuerto,Vandalismo,1.0773000000000001,2,0
4199,2025-03-14,3,viernes,4,16,Tarde,0,0,Eugenio Espejo,Emergencia comunitaria,2.1113999999999997,3,0
4200,2025-05-21,5,miércoles,2,16,Tarde,0,0,Quitumbe,Robo de vehículos,2.4624,4,1
4201,2025-03-11,3,martes,1,10,Mañana,0,0,Aeropuerto,Incidente de tránsito,1.2568499999999998,1,0
4202,2025-09-19,9,viernes,4,21,Noche,0,0,Manuela Sáenz,Robo de autopartes,5.0025,7,1
4203,2025-12-06,12,sábado,5,3,Madrugada,1,0,Calderón,Robo a personas,4.168125,4,1
4204,2025-11-04,11,martes,1,6,Mañana,0,0,Tumbaco,Robo de vehículos,1.881,0,0
4205,2025-09-02,9,martes,1,20,Noche,0,0,Eloy Alfaro,Robo a personas,5.0209875,7,1
4206,2025-01-03,1,viernes,4,13,Tarde,0,0,Los Chillos,Robo a personas,2.8916999999999997,2,0
4207,2025-12-03,12,miércoles,2,6,Mañana,0,0,Tumbaco,Robo de vehículos,1.881,2,0
4208,2025-03-04,3,martes,1,23,Noche,0,1,Eloy Alfaro,Robo a personas,3.73977,7,1
4209,2025-02-18,2,martes,1,7,Mañana,0,0,Eloy Alfaro,Alteración del orden público,3.526875,2,0
4210,2025-03-17,3,lunes,0,0,Madrugada,0,0,Eloy Alfaro,Robo a personas,4.3284375,3,0
4211,2025-06-24,6,martes,1,23,Noche,0,0,Eugenio Espejo,Robo a personas,2.654775,3,0
4212,2025-04-19,4,sábado,5,21,Noche,1,0,La Delicia,Robo a personas,5.0895,5,1
4213,2025-07-02,7,miércoles,2,3,Madrugada,0,0,Quitumbe,Robo a personas,3.8475000000000006,3,0
4214,2025-07-11,7,viernes,4,11,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.24,3,0
4215,2025-03-06,3,jueves,3,23,Noche,0,0,Los Chillos,Alteración del orden público,1.816875,0,0
4216,2025-12-03,12,miércoles,2,2,Madrugada,0,0,Eugenio Espejo,Incidente de tránsito,2.8678125,2,0
4217,2025-09-28,9,domingo,6,12,Tarde,1,0,Eloy Alfaro,Vandalismo,2.6790750000000005,0,0
4218,2025-04-10,4,jueves,3,19,Noche,0,0,Eugenio Espejo,Vandalismo,2.8514249999999994,2,0
4219,2025-02-01,2,sábado,5,5,Madrugada,1,0,Quitumbe,Robo a personas,3.7908000000000004,6,1
4220,2025-12-18,12,jueves,3,10,Mañana,0,0,La Delicia,Robo de vehículos,2.052,3,0
4221,2025-05-08,5,jueves,3,22,Noche,0,0,Manuela Sáenz,Robo a personas,2.885625,4,1
4222,2025-12-05,12,viernes,4,3,Madrugada,0,0,Eloy Alfaro,Emergencia comunitaria,3.4425,4,1
4223,2025-02-12,2,miércoles,2,19,Noche,0,0,Tumbaco,Robo a personas,2.7894375,1,0
4224,2025-03-19,3,miércoles,2,15,Tarde,0,0,Aeropuerto,Alteración del orden público,1.4962499999999999,1,0
4225,2025-11-10,11,lunes,0,6,Mañana,0,0,Eugenio Espejo,Robo de vehículos,2.8842,3,0
4226,2025-10-16,10,jueves,3,21,Noche,0,0,Eugenio Espejo,Robo de vehículos,3.8018999999999994,2,0
4227,2025-09-27,9,sábado,5,10,Mañana,1,0,Quitumbe,Incidente de tránsito,2.9484000000000004,0,0
4228,2025-06-11,6,miércoles,2,23,Noche,0,0,Calderón,Emergencia comunitaria,1.380825,0,0
4229,2025-07-08,7,martes,1,0,Madrugada,0,0,Eugenio Espejo,Vandalismo,2.458125,4,1
4230,2025-09-04,9,jueves,3,6,Mañana,0,0,Los Chillos,Alteración del orden público,2.220625,1,0
4231,2025-08-04,8,lunes,0,11,Mañana,0,0,Quitumbe,Vandalismo,1.8468,1,0
4232,2025-11-11,11,martes,1,6,Mañana,0,0,La Delicia,Alteración del orden público,2.6125,2,0
4233,2025-12-05,12,viernes,4,22,Noche,0,0,Calderón,Incidente de tránsito,2.1546,5,1
4234,2025-06-17,6,martes,1,6,Mañana,0,0,Aeropuerto,Robo de vehículos,1.7556,1,0
4235,2025-12-05,12,viernes,4,9,Mañana,0,0,Tumbaco,Alteración del orden público,2.025,4,1
4236,2025-07-12,7,sábado,5,15,Tarde,1,0,Eloy Alfaro,Alteración del orden público,3.9487500000000004,7,1
4237,2025-10-10,10,viernes,4,7,Mañana,0,0,Eugenio Espejo,Robo de autopartes,3.4914,5,1
4238,2025-12-02,12,martes,1,8,Mañana,0,0,La Delicia,Vandalismo,1.881,2,0
4239,2025-01-13,1,lunes,0,8,Mañana,0,0,Eugenio Espejo,Incidente de tránsito,2.5236750000000003,4,1
4240,2025-08-28,8,jueves,3,1,Madrugada,0,0,Calderón,Robo de autopartes,2.594687499999999,1,0
4241,2025-11-16,11,domingo,6,12,Tarde,1,0,Los Chillos,Robo de autopartes,2.1553875000000002,1,0
4242,2025-05-27,5,martes,1,12,Tarde,0,0,Calderón,Robo de autopartes,2.1795375,3,0
4243,2025-07-23,7,miércoles,2,22,Noche,0,0,Aeropuerto,Vandalismo,1.0773000000000001,0,0
4244,2025-03-21,3,viernes,4,22,Noche,0,0,Manuela Sáenz,Alteración del orden público,3.375,8,1
4245,2025-02-12,2,miércoles,2,3,Madrugada,0,0,Los Chillos,Robo a personas,2.7253125,2,0
4246,2025-03-30,3,domingo,6,23,Noche,1,0,Tumbaco,Alteración del orden público,1.771875,1,0
4247,2025-05-28,5,miércoles,2,11,Mañana,0,0,Eugenio Espejo,Robo a personas,2.654775,2,0
4248,2025-04-05,4,sábado,5,16,Tarde,1,0,Calderón,Emergencia comunitaria,1.88955,1,0
4249,2025-05-31,5,sábado,5,1,Madrugada,1,0,Eloy Alfaro,Robo de vehículos,5.2650000000000015,10,1
4250,2025-01-02,1,jueves,3,12,Tarde,0,0,Tumbaco,Robo de autopartes,1.7206875,0,0
4251,2025-01-22,1,miércoles,2,17,Tarde,0,0,Quitumbe,Emergencia comunitaria,2.8101,2,0
4252,2025-11-09,11,domingo,6,14,Tarde,1,0,Eugenio Espejo,Robo a personas,3.4232625000000003,2,0
4253,2025-11-24,11,lunes,0,7,Mañana,0,0,Calderón,Robo a personas,2.680425,1,0
4254,2025-01-07,1,martes,1,14,Tarde,0,0,Calderón,Robo de autopartes,2.1795375,2,0
4255,2025-07-25,7,viernes,4,0,Madrugada,0,0,Manuela Sáenz,Robo a personas,5.0625,2,0
4256,2025-04-24,4,jueves,3,19,Noche,0,0,Eloy Alfaro,Robo de vehículos,4.4631,4,1
4257,2025-09-29,9,lunes,0,9,Mañana,0,0,La Delicia,Incidente de tránsito,1.7955,0,0
4258,2025-03-24,3,lunes,0,11,Mañana,0,0,Quitumbe,Vandalismo,1.8468,1,0
4259,2025-06-28,6,sábado,5,4,Madrugada,1,0,Los Chillos,Incidente de tránsito,2.900625,4,1
4260,2025-07-29,7,martes,1,8,Mañana,0,0,Aeropuerto,Incidente de tránsito,1.53615,2,0
4261,2025-11-24,11,lunes,0,22,Noche,0,0,Quitumbe,Robo de vehículos,2.4624,2,0
4262,2025-05-04,5,domingo,6,7,Mañana,1,0,Tumbaco,Robo de vehículos,2.079,2,0
4263,2025-04-23,4,miércoles,2,15,Tarde,0,0,La Delicia,Robo a personas,2.3085,3,0
4264,2025-01-12,1,domingo,6,13,Tarde,1,0,Tumbaco,Vandalismo,1.4883750000000002,2,0
4265,2025-05-06,5,martes,1,12,Tarde,0,0,Manuela Sáenz,Alteración del orden público,3.1171875,2,0
4266,2025-02-22,2,sábado,5,22,Noche,1,0,Eugenio Espejo,Robo a personas,3.6328500000000004,3,0
4267,2025-11-27,11,jueves,3,20,Noche,0,0,Quitumbe,Robo de vehículos,3.9672,4,1
4268,2025-10-10,10,viernes,4,12,Tarde,0,0,Eloy Alfaro,Robo de autopartes,3.9123,1,0
4269,2025-05-20,5,martes,1,4,Madrugada,0,0,Calderón,Robo de autopartes,2.594687499999999,2,0
4270,2025-04-07,4,lunes,0,15,Tarde,0,0,Los Chillos,Incidente de tránsito,1.526175,2,0
4271,2025-01-05,1,domingo,6,10,Mañana,1,0,Eugenio Espejo,Robo de vehículos,2.6082,2,0
4272,2025-02-26,2,miércoles,2,21,Noche,0,0,La Delicia,Incidente de tránsito,2.89275,4,1
4273,2025-11-30,11,domingo,6,4,Madrugada,1,0,Los Chillos,Robo de autopartes,2.5659374999999995,1,0
4274,2025-03-10,3,lunes,0,12,Tarde,0,0,Tumbaco,Emergencia comunitaria,1.2718124999999998,0,0
4275,2025-04-28,4,lunes,0,10,Mañana,0,0,Eugenio Espejo,Incidente de tránsito,2.064825,1,0
4276,2025-02-28,2,viernes,4,18,Noche,0,0,Eugenio Espejo,Incidente de tránsito,4.2021,4,1
4277,2025-02-02,2,domingo,6,2,Madrugada,1,0,Calderón,Robo a personas,3.3665625,2,0
4278,2025-11-14,11,viernes,4,14,Tarde,0,0,Quitumbe,Robo a personas,4.082400000000001,6,1
4279,2025-02-19,2,miércoles,2,6,Mañana,0,0,Manuela Sáenz,Robo de autopartes,3.004375,6,1
4280,2025-01-19,1,domingo,6,6,Mañana,1,0,Eugenio Espejo,Robo de autopartes,3.054975,4,1
4281,2025-08-02,8,sábado,5,5,Madrugada,1,0,Los Chillos,Alteración del orden público,2.48625,2,0
4282,2025-07-16,7,miércoles,2,2,Madrugada,0,0,Calderón,Incidente de tránsito,2.3690624999999996,2,0
4283,2025-02-16,2,domingo,6,12,Tarde,1,0,Aeropuerto,Robo a personas,2.083725,1,0
4284,2025-06-16,6,lunes,0,6,Mañana,0,0,Tumbaco,Robo de autopartes,1.802625,1,0
4285,2025-10-16,10,jueves,3,4,Madrugada,0,0,Aeropuerto,Robo a personas,2.244375,2,0
4286,2025-05-21,5,miércoles,2,22,Noche,0,0,Manuela Sáenz,Incidente de tránsito,2.2443750000000002,0,0
4287,2025-03-25,3,martes,1,17,Tarde,0,0,Tumbaco,Incidente de tránsito,2.1695625,0,0
4288,2025-07-01,7,martes,1,21,Noche,0,0,Eloy Alfaro,Robo de autopartes,4.2771375,3,0
4289,2025-03-20,3,jueves,3,7,Mañana,0,0,Calderón,Robo a personas,2.680425,0,0
4290,2025-08-03,8,domingo,6,16,Tarde,1,0,La Delicia,Emergencia comunitaria,1.6065,2,0
4291,2025-01-14,1,martes,1,19,Noche,0,0,Eugenio Espejo,Alteración del orden público,3.9603125,2,0
4292,2025-08-03,8,domingo,6,0,Madrugada,1,0,Los Chillos,Robo de vehículos,2.6774999999999998,6,1
4293,2025-05-08,5,jueves,3,13,Tarde,0,0,Los Chillos,Incidente de tránsito,1.7805374999999999,0,0
4294,2025-11-06,11,jueves,3,16,Tarde,0,0,Eloy Alfaro,Incidente de tránsito,2.423925,2,0
4295,2025-09-05,9,viernes,4,9,Mañana,0,0,Quitumbe,Alteración del orden público,3.24,3,0
4296,2025-01-29,1,miércoles,2,11,Mañana,0,0,Eugenio Espejo,Alteración del orden público,2.458125,3,0
4297,2025-10-07,10,martes,1,15,Tarde,0,0,La Delicia,Robo de vehículos,2.052,2,0
4298,2025-12-04,12,jueves,3,13,Tarde,0,0,Los Chillos,Alteración del orden público,2.1196875,1,0
4299,2025-11-15,11,sábado,5,15,Tarde,1,0,Eugenio Espejo,Robo de autopartes,3.0946499999999997,5,1
4300,2025-07-21,7,lunes,0,7,Mañana,0,0,Aeropuerto,Robo de vehículos,1.7556,2,0
4301,2025-12-27,12,sábado,5,22,Noche,1,0,Manuela Sáenz,Robo a personas,3.9487500000000004,1,0
4302,2025-02-26,2,miércoles,2,9,Mañana,0,0,Calderón,Robo de vehículos,1.9494,0,0
4303,2025-08-06,8,miércoles,2,16,Tarde,0,0,Calderón,Robo a personas,2.193075,2,0
4304,2025-03-03,3,lunes,0,17,Tarde,0,1,Manuela Sáenz,Alteración del orden público,5.1656249999999995,7,1
4305,2025-06-06,6,viernes,4,19,Noche,0,0,Eugenio Espejo,Alteración del orden público,5.0025,5,1
4306,2025-07-21,7,lunes,0,15,Tarde,0,0,Los Chillos,Alteración del orden público,1.816875,5,1
4307,2025-01-17,1,viernes,4,16,Tarde,0,0,Tumbaco,Robo de vehículos,1.9439999999999997,4,1
4308,2025-11-18,11,martes,1,15,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.2614749999999995,0,0
4309,2025-01-06,1,lunes,0,18,Noche,0,0,Quitumbe,Vandalismo,2.9754,4,1
4310,2025-02-27,2,jueves,3,23,Noche,0,0,Eloy Alfaro,Robo de autopartes,2.654775,3,0
4311,2025-11-21,11,viernes,4,23,Noche,0,0,Manuela Sáenz,Incidente de tránsito,2.8350000000000004,7,1
4312,2025-11-14,11,viernes,4,7,Mañana,0,0,La Delicia,Robo de autopartes,3.0359999999999996,3,0
4313,2025-06-18,6,miércoles,2,5,Madrugada,0,0,Eloy Alfaro,Alteración del orden público,2.885625,2,0
4314,2025-03-23,3,domingo,6,5,Madrugada,1,0,Los Chillos,Robo a personas,2.168775,4,1
4315,2025-08-07,8,jueves,3,20,Noche,0,0,Calderón,Alteración del orden público,3.2715625,3,0
4316,2025-06-26,6,jueves,3,8,Mañana,0,0,Aeropuerto,Vandalismo,1.3167,0,0
4317,2025-07-23,7,miércoles,2,3,Madrugada,0,0,Calderón,Incidente de tránsito,2.3690624999999996,1,0
4318,2025-03-12,3,miércoles,2,11,Mañana,0,0,Aeropuerto,Incidente de tránsito,1.2568499999999998,1,0
4319,2025-09-23,9,martes,1,11,Mañana,0,0,Quitumbe,Robo de vehículos,2.4624,4,1
4320,2025-04-08,4,martes,1,22,Noche,0,0,Quitumbe,Alteración del orden público,2.565,1,0
4321,2025-12-11,12,jueves,3,16,Tarde,0,0,Aeropuerto,Robo de autopartes,1.3765499999999997,1,0
4322,2025-10-18,10,sábado,5,14,Tarde,1,0,Calderón,Alteración del orden público,3.241875,3,0
4323,2025-07-27,7,domingo,6,8,Mañana,1,0,Eloy Alfaro,Robo a personas,4.209975000000001,3,0
4324,2025-01-02,1,jueves,3,6,Mañana,0,0,Calderón,Vandalismo,1.7869499999999998,2,0
4325,2025-05-04,5,domingo,6,9,Mañana,1,0,Los Chillos,Incidente de tránsito,1.686825,0,0
4326,2025-10-07,10,martes,1,15,Tarde,0,0,Tumbaco,Robo de autopartes,1.474875,0,0
4327,2025-03-15,3,sábado,5,11,Mañana,1,0,Quitumbe,Robo de vehículos,3.3696,3,0
4328,2025-06-15,6,domingo,6,6,Mañana,1,0,Calderón,Robo a personas,2.9625750000000006,1,0
4329,2025-01-22,1,miércoles,2,17,Tarde,0,0,Aeropuerto,Alteración del orden público,2.410625,3,0
4330,2025-06-03,6,martes,1,14,Tarde,0,0,Eloy Alfaro,Robo de vehículos,3.2319000000000004,5,1
4331,2025-10-22,10,miércoles,2,5,Madrugada,0,0,Calderón,Incidente de tránsito,1.7057249999999997,2,0
4332,2025-08-07,8,jueves,3,11,Mañana,0,0,Eugenio Espejo,Alteración del orden público,2.458125,6,1
4333,2025-06-06,6,viernes,4,10,Mañana,0,0,Calderón,Alteración del orden público,2.565,5,1
4334,2025-08-18,8,lunes,0,19,Noche,0,0,Quitumbe,Alteración del orden público,4.132499999999999,5,1
4335,2025-01-20,1,lunes,0,2,Madrugada,0,0,Manuela Sáenz,Robo a personas,4.0078125,3,0
4336,2025-02-10,2,lunes,0,1,Madrugada,0,0,Manuela Sáenz,Incidente de tránsito,3.1171875,6,1
4337,2025-05-28,5,miércoles,2,5,Madrugada,0,0,Quitumbe,Alteración del orden público,2.565,1,0
4338,2025-04-18,4,viernes,4,23,Noche,0,1,Eloy Alfaro,Incidente de tránsito,3.67416,2,0
4339,2025-03-25,3,martes,1,21,Noche,0,0,Manuela Sáenz,Alteración del orden público,4.3046875,5,1
4340,2025-11-18,11,martes,1,4,Madrugada,0,0,Los Chillos,Emergencia comunitaria,1.7159375,0,0
4341,2025-11-05,11,miércoles,2,17,Tarde,0,0,Eugenio Espejo,Robo a personas,4.2771375,2,0
4342,2025-10-17,10,viernes,4,15,Tarde,0,0,La Delicia,Alteración del orden público,2.6999999999999997,2,0
4343,2025-11-19,11,miércoles,2,7,Mañana,0,0,Aeropuerto,Emergencia comunitaria,1.24355,3,0
4344,2025-05-14,5,miércoles,2,19,Noche,0,0,Manuela Sáenz,Emergencia comunitaria,2.9271874999999996,4,1
4345,2025-07-26,7,sábado,5,21,Noche,1,0,Eugenio Espejo,Emergencia comunitaria,3.6851749999999996,8,1
4346,2025-10-10,10,viernes,4,10,Mañana,0,0,Quitumbe,Robo a personas,3.4992000000000005,5,1
4347,2025-09-23,9,martes,1,9,Mañana,0,0,Tumbaco,Incidente de tránsito,1.3466250000000002,2,0
4348,2025-03-14,3,viernes,4,23,Noche,0,0,Los Chillos,Incidente de tránsito,1.9278,1,0
4349,2025-12-18,12,jueves,3,11,Mañana,0,0,Los Chillos,Robo a personas,1.962225,3,0
4350,2025-02-17,2,lunes,0,20,Noche,0,0,Tumbaco,Incidente de tránsito,2.1695625,2,0
4351,2025-11-22,11,sábado,5,5,Madrugada,1,0,Manuela Sáenz,Robo de vehículos,3.5100000000000002,3,0
4352,2025-08-21,8,jueves,3,19,Noche,0,0,Eloy Alfaro,Alteración del orden público,4.649062499999999,8,1
4353,2025-04-10,4,jueves,3,4,Madrugada,0,0,Eugenio Espejo,Robo de vehículos,3.2774999999999994,4,1
4354,2025-02-28,2,viernes,4,22,Noche,0,0,Eloy Alfaro,Incidente de tránsito,3.0618000000000003,5,1
4355,2025-09-15,9,lunes,0,8,Mañana,0,0,Calderón,Robo a personas,2.680425,4,1
4356,2025-03-06,3,jueves,3,15,Tarde,0,0,Calderón,Robo de autopartes,1.8681749999999997,3,0
4357,2025-03-24,3,lunes,0,21,Noche,0,0,Eloy Alfaro,Robo de autopartes,4.2771375,6,1
4358,2025-06-03,6,martes,1,13,Tarde,0,0,Los Chillos,Robo de vehículos,2.0349000000000004,2,0
4359,2025-09-23,9,martes,1,21,Noche,0,0,Manuela Sáenz,Alteración del orden público,4.3046875,5,1
4360,2025-11-05,11,miércoles,2,7,Mañana,0,0,La Delicia,Robo a personas,2.8215000000000003,2,0
4361,2025-03-20,3,jueves,3,19,Noche,0,0,Calderón,Emergencia comunitaria,2.2246624999999995,2,0
4362,2025-11-11,11,martes,1,18,Noche,0,0,La Delicia,Incidente de tránsito,2.89275,1,0
4363,2025-05-30,5,viernes,4,13,Tarde,0,0,La Delicia,Vandalismo,2.2680000000000002,3,0
4364,2025-02-17,2,lunes,0,6,Mañana,0,0,Eloy Alfaro,Vandalismo,2.53935,1,0
4365,2025-09-05,9,viernes,4,4,Madrugada,0,0,La Delicia,Robo de vehículos,3.5999999999999996,1,0
4366,2025-10-05,10,domingo,6,17,Tarde,1,0,Tumbaco,Robo de vehículos,2.7405,2,0
